ID,Status Pernikahan,Program Studi,Kelas Reguler/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Usia saat mendaftar,IP Semester 1,IP Semester 2,Target
00926,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,70,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,70,Ya,Tidak,Sudah,Pria,Tidak,19,2.54,2.7,Lulus Tepat Waktu
00927,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,67.4,Ya,Tidak,Sudah,Wanita,Tidak,18,0,0,Lulus Tidak Tepat Waktu
00928,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Pegawai Swasta,65.7,Tidak,Tidak,Belum,Pria,Tidak,19,2,2.27,Gagal
00929,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,60,Tidak,Tidak,Sudah,Pria,Tidak,32,2.75,2.75,Lulus Tepat Waktu
00931,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,65.5,Luar Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,65.7,Ya,Tidak,Sudah,Pria,Tidak,20,0,0,Lulus Tepat Waktu
00933,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,55,Tidak,Tidak,Sudah,Wanita,Ya,25,2.33,2.27,Lulus Tidak Tepat Waktu
00934,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,73.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,70.9,Ya,Tidak,Sudah,Wanita,Tidak,19,2.6,2.56,Lulus Tepat Waktu
00935,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,64,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,63.5,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.4,2.55,Lulus Tidak Tepat Waktu
00937,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,70,Ya,Tidak,Sudah,Wanita,Tidak,22,3.03,3.2,Lulus Tepat Waktu
00938,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,65.25,Ya,Tidak,Sudah,Wanita,Tidak,19,2.49,2.49,Lulus Tepat Waktu
00939,Cerai,Perbankan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,63,Ya,Tidak,Sudah,Pria,Tidak,29,2.38,2.2,Gagal
00940,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,60.2,Ya,Tidak,Sudah,Wanita,Tidak,20,2.4,2.68,Lulus Tepat Waktu
00942,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,66.95,Tidak,Tidak,Sudah,Pria,Ya,19,2.8,2.6,Lulus Tepat Waktu
00943,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,64,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,58.25,Ya,Tidak,Sudah,Wanita,Ya,18,2.69,2.53,Lulus Tepat Waktu
00946,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,62,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,61.65,Ya,Tidak,Sudah,Wanita,Ya,20,2.98,2.98,Gagal
00947,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,66.5,Ya,Tidak,Sudah,Wanita,Ya,26,2.74,2.74,Lulus Tepat Waktu
00949,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,63,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,66,Ya,Tidak,Sudah,Wanita,Ya,18,3,2.33,Gagal
00951,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,61.85,Ya,Tidak,Sudah,Wanita,Tidak,18,2.47,2.6,Lulus Tepat Waktu
00953,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,74.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Wiraswasta,67.15,Tidak,Ya,Sudah,Wanita,Tidak,20,2.53,2.76,Lulus Tepat Waktu
00954,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,63.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Negri,60.35,Ya,Tidak,Sudah,Wanita,Tidak,18,2.4,2.4,Lulus Tidak Tepat Waktu
00955,Belum Menikah,Perpajakan,Reguler,Perguruan Tinggi,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,64.1,Ya,Tidak,Sudah,Pria,Tidak,34,2.25,2.1,Gagal
00956,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,71,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,70.5,Ya,Tidak,Sudah,Pria,Tidak,18,2.6,2,Lulus Tidak Tepat Waktu
00957,Menikah,Perpustakaan,Reguler,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Sudah,Pria,Tidak,60,2.82,2.85,Lulus Tepat Waktu
00961,Belum Menikah,Ekonomi,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.6,Tidak,Tidak,Sudah,Wanita,Tidak,41,2.2,2.36,Lulus Tepat Waktu
00964,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,50,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,58.25,Tidak,Tidak,Belum,Wanita,Tidak,37,0,0,Gagal
00965,Menikah,Pertanian,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,65,Tidak,Tidak,Sudah,Wanita,Tidak,39,0,0,Gagal
00966,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,64.4,Tidak,Tidak,Sudah,Pria,Tidak,19,2.63,2.6,Lulus Tepat Waktu
00969,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,50,Luar Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,50,Tidak,Tidak,Belum,Pria,Tidak,35,2.25,0,Gagal
00972,Cerai,Perpustakaan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,55,Tidak,Tidak,Sudah,Pria,Tidak,49,2.4,2.24,Lulus Tepat Waktu
00981,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,64.25,Ya,Tidak,Sudah,Wanita,Ya,18,2.68,2.68,Lulus Tepat Waktu
00982,Belum Menikah,Teknik Industri,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,50,Tidak,Tidak,Sudah,Pria,Tidak,31,0,0,Gagal
00985,Belum Menikah,Perbankan,Reguler,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,95,Ya,Tidak,Sudah,Wanita,Tidak,27,2.95,2.82,Lulus Tepat Waktu
00987,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,69.7,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.4,2.6,Lulus Tidak Tepat Waktu
00988,Cerai,Perbankan,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,80,Tidak,Tidak,Sudah,Wanita,Tidak,27,3.19,3.19,Lulus Tepat Waktu
00989,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,70,Tidak,Tidak,Sudah,Wanita,Tidak,28,0,0,Gagal
00990,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,55,Tidak,Tidak,Sudah,Pria,Tidak,35,0,0,Gagal
00993,Menikah,Perbankan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,54.5,Ya,Tidak,Sudah,Wanita,Tidak,39,2.43,2.43,Lulus Tidak Tepat Waktu
00995,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,69.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Negri,Lainnya,65.3,Ya,Tidak,Sudah,Wanita,Tidak,18,2.47,2.84,Lulus Tepat Waktu
00996,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Negri,65.4,Ya,Tidak,Sudah,Wanita,Tidak,19,2.69,2.69,Lulus Tepat Waktu
00999,Menikah,Teknologi Informasi,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.5,Tidak,Tidak,Sudah,Wanita,Ya,32,2.69,2.65,Lulus Tepat Waktu
01000,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Negri,61.1,Tidak,Tidak,Belum,Wanita,Tidak,18,2.52,2.36,Lulus Tidak Tepat Waktu
01002,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,70,Ya,Tidak,Belum,Pria,Tidak,18,2.6,0,Gagal
01003,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,57.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,58.05,Ya,Tidak,Belum,Pria,Tidak,18,2.5,2.71,Gagal
01004,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,56,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,53.2,Tidak,Tidak,Sudah,Pria,Tidak,22,0,0,Gagal
01005,Cerai,Teknik Mesin,Reguler,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,55,Tidak,Tidak,Belum,Wanita,Tidak,35,2.4,2.1,Gagal
01008,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,59.75,Ya,Tidak,Sudah,Wanita,Ya,18,2.87,2.4,Lulus Tepat Waktu
01009,Belum Menikah,Ekonomi,Malam,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,65,Tidak,Tidak,Sudah,Pria,Tidak,27,0,0,Gagal
01010,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Swasta,66.4,Ya,Tidak,Sudah,Wanita,Ya,19,2.7,2.7,Lulus Tepat Waktu
01011,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,50,Tidak,Tidak,Sudah,Wanita,Tidak,60,2.55,2.95,Lulus Tepat Waktu
01013,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,65,Tidak,Tidak,Sudah,Wanita,Tidak,36,0,0,Gagal
01015,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,69,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,63.75,Ya,Tidak,Sudah,Wanita,Tidak,19,2.59,2.75,Lulus Tidak Tepat Waktu
01017,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,60.9,Tidak,Tidak,Sudah,Pria,Ya,18,2.59,2.59,Lulus Tepat Waktu
01019,Belum Menikah,Penyiaran,Reguler,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,75,Tidak,Tidak,Sudah,Pria,Tidak,25,0,0,Lulus Tepat Waktu
01020,Menikah,Ekonomi,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65,Tidak,Tidak,Belum,Pria,Tidak,42,0,0,Gagal
01023,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,63.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,66.85,Ya,Tidak,Sudah,Pria,Tidak,18,2.6,2.36,Gagal
01028,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,68,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,63.65,Ya,Tidak,Sudah,Wanita,Tidak,19,0,0,Gagal
01030,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,67.75,Tidak,Tidak,Sudah,Wanita,Tidak,32,0,0,Gagal
01034,Menikah,Perbankan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,60.45,Ya,Tidak,Sudah,Wanita,Tidak,39,2.4,2.51,Gagal
01037,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,65.9,Ya,Tidak,Sudah,Wanita,Tidak,20,2.65,2.62,Lulus Tepat Waktu
01038,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,71.5,Luar Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Swasta,66.95,Ya,Tidak,Sudah,Pria,Ya,18,2.7,2.6,Lulus Tepat Waktu
01040,Menikah,Akuntansi,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,67.8,Tidak,Tidak,Sudah,Wanita,Tidak,46,2.28,2.75,Gagal
01042,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,64,Ya,Tidak,Sudah,Wanita,Ya,18,2.56,2.6,Lulus Tepat Waktu
01045,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,70.7,Tidak,Tidak,Sudah,Pria,Ya,20,0,0,Lulus Tidak Tepat Waktu
01048,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,70.65,Tidak,Tidak,Belum,Wanita,Tidak,23,2.8,2.6,Lulus Tidak Tepat Waktu
01050,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,47.5,Tidak,Tidak,Sudah,Pria,Tidak,19,0,0,Gagal
01051,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,78.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,74.85,Ya,Tidak,Sudah,Wanita,Tidak,18,3,2.97,Lulus Tepat Waktu
01052,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,62.6,Tidak,Tidak,Sudah,Wanita,Ya,23,2.6,2.65,Lulus Tepat Waktu
01053,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,77,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,70.2,Ya,Tidak,Sudah,Wanita,Ya,20,2,2.15,Lulus Tidak Tepat Waktu
01059,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,78.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,71.5,Tidak,Tidak,Sudah,Pria,Tidak,18,2.68,2.68,Lulus Tepat Waktu
01062,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,67.7,Ya,Tidak,Sudah,Pria,Tidak,21,2.51,2.43,Lulus Tidak Tepat Waktu
01064,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,58,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,55.4,Ya,Tidak,Sudah,Wanita,Tidak,18,2.43,2.7,Lulus Tepat Waktu
01065,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,68.05,Ya,Tidak,Sudah,Wanita,Tidak,18,2.77,3,Lulus Tepat Waktu
01068,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,57.8,Ya,Tidak,Belum,Pria,Tidak,20,2.4,2.2,Gagal
01069,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Negri,60.85,Ya,Tidak,Sudah,Wanita,Ya,18,2.3,2.48,Lulus Tepat Waktu
01070,Menikah,Jurnalistik,Reguler,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66.5,Tidak,Tidak,Sudah,Pria,Tidak,47,2.28,2.33,Gagal
01073,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,68.7,Tidak,Tidak,Sudah,Wanita,Tidak,19,3,2.8,Lulus Tidak Tepat Waktu
01075,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,80,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,80,Ya,Tidak,Sudah,Wanita,Tidak,20,2.83,2.76,Lulus Tepat Waktu
01076,Cerai,Pariwisata,Malam,SMA/Sederajat,69,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,63.5,Tidak,Tidak,Belum,Wanita,Tidak,37,0,0,Gagal
01077,Menikah,Perpajakan,Reguler,Perguruan Tinggi,80,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,80,Tidak,Tidak,Sudah,Pria,Tidak,41,2.87,2.93,Lulus Tidak Tepat Waktu
01080,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,74.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,68.55,Ya,Tidak,Sudah,Wanita,Ya,18,2.65,2.4,Lulus Tepat Waktu
01082,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,59.5,Ya,Tidak,Sudah,Wanita,Ya,19,2.47,2.47,Lulus Tepat Waktu
01083,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,56.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,56.15,Ya,Tidak,Sudah,Wanita,Ya,20,2.32,2.35,Lulus Tepat Waktu
01085,Belum Menikah,Hubungan Masyarakat,Reguler,Perguruan Tinggi,65,Luar Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,65,Tidak,Tidak,Belum,Pria,Tidak,25,0,0,Gagal
01086,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,71.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Negri,66.9,Ya,Tidak,Sudah,Wanita,Tidak,18,2.61,2.61,Lulus Tepat Waktu
01087,Belum Menikah,Teknik Industri,Reguler,SMA/Sederajat,61.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Swasta,56.9,Ya,Tidak,Sudah,Wanita,Tidak,18,2.23,2.29,Lulus Tepat Waktu
01089,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,63.3,Ya,Tidak,Sudah,Wanita,Tidak,18,2.57,2.77,Lulus Tepat Waktu
01092,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,59.8,Ya,Tidak,Sudah,Wanita,Tidak,19,2.4,2.27,Gagal
01093,Cerai,Perpustakaan,Reguler,SMA/Sederajat,90,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,89.8,Tidak,Tidak,Belum,Wanita,Tidak,27,0,0,Gagal
01096,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Pegawai Swasta,54.1,Ya,Tidak,Sudah,Pria,Tidak,26,2.25,2.4,Gagal
01097,Belum Menikah,Keperawatan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,53.75,Tidak,Tidak,Sudah,Pria,Tidak,29,0,0,Gagal
01098,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,58,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,54.85,Ya,Tidak,Sudah,Wanita,Tidak,22,2.8,3.13,Lulus Tepat Waktu
01099,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,68.95,Ya,Tidak,Belum,Wanita,Tidak,18,0,0,Gagal
01102,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Swasta,59.45,Tidak,Tidak,Sudah,Pria,Tidak,18,2.8,2.53,Lulus Tidak Tepat Waktu
01103,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,49.35,Tidak,Tidak,Sudah,Pria,Ya,28,2,2.48,Lulus Tepat Waktu
01104,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,57.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,58.05,Ya,Tidak,Sudah,Wanita,Ya,18,2.77,2.86,Lulus Tepat Waktu
01105,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,52.5,Tidak,Tidak,Sudah,Wanita,Tidak,26,2.13,2.24,Lulus Tidak Tepat Waktu
01106,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,67.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,74.5,Ya,Tidak,Sudah,Pria,Tidak,22,2.52,2.42,Lulus Tepat Waktu
01107,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,60.4,Ya,Tidak,Sudah,Wanita,Tidak,18,2.9,2.57,Lulus Tepat Waktu
01108,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Wiraswasta,63.05,Ya,Tidak,Sudah,Wanita,Ya,19,2.5,2.45,Gagal
01114,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,62.55,Ya,Tidak,Sudah,Pria,Ya,18,2.87,3.07,Lulus Tepat Waktu
01118,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Negri,61.9,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.4,2.4,Lulus Tepat Waktu
01119,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,58,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,59.95,Ya,Tidak,Sudah,Wanita,Tidak,20,2.47,2.47,Lulus Tepat Waktu
01120,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,65.8,Ya,Tidak,Sudah,Wanita,Tidak,18,2.63,2.65,Lulus Tepat Waktu
01121,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,65,Tidak,Tidak,Sudah,Pria,Tidak,31,2.47,2.66,Lulus Tepat Waktu
01124,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,67.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,61.4,Ya,Tidak,Sudah,Pria,Ya,20,2.2,2.27,Lulus Tidak Tepat Waktu
01125,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,68,Ya,Tidak,Sudah,Pria,Tidak,22,2.51,2.51,Lulus Tepat Waktu
