ID,Status Pernikahan,Program Studi,Kelas Siang/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Umur saat mendaftar,IP Semester 1,IP Semester 2,Target
03030,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,57,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,55.95,Ya,Tidak,Sudah,Laki-laki,Ya,20,2.4,2.5,Lulus Tidak Tepat Waktu
03031,Belum Menikah,Perbankan,Siang,SMA/Sederajat,74,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Negri,65,Tidak,Tidak,Sudah,Perempuan,Tidak,24,2.54,2.54,Lulus Tidak Tepat Waktu
03034,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,61,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,58.4,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.33,2.47,Lulus Tepat Waktu
03035,Belum Menikah,Perbankan,Siang,SMA/Sederajat,72.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,68.15,Ya,Tidak,Sudah,Perempuan,Ya,18,2.79,2.79,Lulus Tepat Waktu
03036,Cerai,Perbankan,Siang,Perguruan Tinggi,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Pegawai Swasta,75,Tidak,Tidak,Sudah,Perempuan,Tidak,29,2.75,2.75,Lulus Tepat Waktu
03038,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,67.5,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.2,2.4,Lulus Tidak Tepat Waktu
03041,Menikah,Ekonomi,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,57.3,Ya,Tidak,Sudah,Perempuan,Tidak,46,0,0,Gagal
03043,Belum Menikah,Perbankan,Siang,SMA/Sederajat,65.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,61,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.8,2.8,Lulus Tidak Tepat Waktu
03044,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.5,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,0,0,Lulus Tidak Tepat Waktu
03045,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,68.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,67.1,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.63,2.84,Gagal
03046,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,64,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.25,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.4,2.43,Lulus Tepat Waktu
03047,Menikah,Pariwisata,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,55,Ya,Tidak,Sudah,Perempuan,Tidak,33,2.2,2.2,Lulus Tepat Waktu
03048,Belum Menikah,Agronomi,Siang,SMA/Sederajat,75,Luar Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,66.25,Ya,Tidak,Belum,Perempuan,Tidak,20,2.6,2.7,Lulus Tepat Waktu
03050,Belum Menikah,Pertanian,Siang,SMA/Sederajat,61,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,57.15,Ya,Tidak,Sudah,Perempuan,Ya,20,2.56,2.56,Lulus Tidak Tepat Waktu
03051,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Swasta,52.5,Ya,Tidak,Sudah,Laki-laki,Tidak,21,2.25,0,Lulus Tidak Tepat Waktu
03053,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,65.4,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.88,2.88,Lulus Tepat Waktu
03054,Belum Menikah,Hubungan Masyarakat,Siang,Perguruan Tinggi,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,55,Tidak,Tidak,Sudah,Perempuan,Tidak,52,2.09,2.18,Lulus Tepat Waktu
03055,Belum Menikah,Agronomi,Siang,SMA/Sederajat,54,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,52.95,Tidak,Tidak,Sudah,Perempuan,Ya,20,2.12,2.23,Lulus Tidak Tepat Waktu
03056,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,67,Ya,Tidak,Sudah,Perempuan,Tidak,22,2.84,2.44,Lulus Tepat Waktu
03059,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,56.6,Tidak,Tidak,Sudah,Perempuan,Tidak,21,2.23,2.11,Lulus Tidak Tepat Waktu
03060,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,64,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,62.25,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.13,2.8,Lulus Tidak Tepat Waktu
03062,Menikah,Ekonomi,Malam,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Pegawai Swasta,68.6,Tidak,Tidak,Belum,Perempuan,Tidak,32,0,0,Gagal
03063,Belum Menikah,Manajemen,Siang,SMA/Sederajat,62,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,56.95,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.23,2.43,Lulus Tepat Waktu
03065,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,59,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.16,2.2,Gagal
03068,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,66.55,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,50,Tidak,Tidak,Sudah,Perempuan,Tidak,21,2.93,2.8,Lulus Tepat Waktu
03070,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,69,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,67.95,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.97,2.93,Lulus Tepat Waktu
03072,Belum Menikah,Pertanian,Siang,SMA/Sederajat,59,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,57.95,Ya,Tidak,Sudah,Laki-laki,Ya,18,2.43,2.27,Lulus Tepat Waktu
03073,Menikah,Teknologi Informasi,Siang,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,50,Tidak,Tidak,Sudah,Laki-laki,Tidak,40,3.2,3.1,Lulus Tepat Waktu
03076,Belum Menikah,Pertanian,Siang,SMA/Sederajat,63,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,63,Tidak,Tidak,Belum,Laki-laki,Tidak,29,0,0,Gagal
03080,Belum Menikah,Agronomi,Siang,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Negri,Lainnya,60.5,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.12,2,Lulus Tidak Tepat Waktu
03083,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,56.35,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,2.97,2.83,Lulus Tepat Waktu
03084,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,76.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,68.8,Ya,Tidak,Sudah,Perempuan,Tidak,18,3.2,2.87,Lulus Tepat Waktu
03085,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,58,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,63.5,Ya,Tidak,Sudah,Laki-laki,Tidak,38,0,0,Gagal
03089,Belum Menikah,Perbankan,Siang,SMA/Sederajat,73.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,67.15,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.84,2.84,Lulus Tepat Waktu
03090,Belum Menikah,Keperawatan,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,65.6,Tidak,Tidak,Sudah,Laki-laki,Ya,26,0,0,Gagal
03091,Menikah,Pariwisata,Malam,SMA/Sederajat,55,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,50,Tidak,Tidak,Sudah,Perempuan,Tidak,34,2.47,2.43,Lulus Tepat Waktu
03092,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,76,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,75.85,Ya,Tidak,Sudah,Perempuan,Ya,24,0,0,Lulus Tepat Waktu
03094,Belum Menikah,Agronomi,Siang,SMA/Sederajat,60.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,55.95,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.35,2.4,Lulus Tepat Waktu
03097,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,66.25,Ya,Tidak,Sudah,Perempuan,Tidak,22,2.45,2.32,Lulus Tidak Tepat Waktu
03098,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,67,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Negri,60.9,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.63,2.49,Lulus Tepat Waktu
03105,Belum Menikah,Keperawatan,Siang,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Pegawai Negri,75,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.32,2.2,Lulus Tidak Tepat Waktu
03107,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,70,Tidak,Tidak,Belum,Laki-laki,Tidak,35,3.04,2.2,Gagal
03108,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,60.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,58.75,Ya,Tidak,Belum,Perempuan,Tidak,20,2.4,2.33,Gagal
03109,Belum Menikah,Agronomi,Siang,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,57.85,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.43,2.66,Lulus Tepat Waktu
03110,Menikah,Teknik Industri,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Wiraswasta,75,Tidak,Tidak,Belum,Perempuan,Tidak,50,2.05,2.25,Gagal
03111,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.4,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.25,2.6,Lulus Tepat Waktu
03112,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60,Ya,Tidak,Belum,Laki-laki,Tidak,25,0,0,Gagal
03114,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,59.75,Tidak,Tidak,Belum,Laki-laki,Tidak,19,0,0,Gagal
03115,Belum Menikah,Manajemen,Siang,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,61.15,Ya,Tidak,Belum,Perempuan,Tidak,19,2.43,0,Gagal
03116,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Wiraswasta,70,Tidak,Tidak,Sudah,Laki-laki,Tidak,39,2.45,2.55,Lulus Tidak Tepat Waktu
03120,Belum Menikah,Agronomi,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,51,Ya,Tidak,Sudah,Perempuan,Ya,20,2.73,2.91,Lulus Tepat Waktu
03121,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,65,Luar Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,68.5,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.8,2.65,Lulus Tidak Tepat Waktu
03123,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,64.7,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.64,2.5,Lulus Tepat Waktu
03124,Belum Menikah,Agronomi,Siang,SMA/Sederajat,80,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,76,Tidak,Tidak,Sudah,Laki-laki,Ya,19,2.77,2.8,Lulus Tepat Waktu
03126,Belum Menikah,Agronomi,Siang,SMA/Sederajat,58.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,56.6,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.13,2.37,Lulus Tepat Waktu
03128,Belum Menikah,Keperawatan,Siang,SMA/Sederajat,66.55,Luar Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,50,Tidak,Tidak,Sudah,Perempuan,Tidak,37,0,0,Gagal
03129,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,65.5,Tidak,Tidak,Sudah,Laki-laki,Tidak,22,2.73,2.27,Gagal
03132,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,61,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,58.05,Tidak,Tidak,Sudah,Laki-laki,Ya,19,2.63,2.54,Lulus Tidak Tepat Waktu
03133,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,60.5,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.47,2.32,Lulus Tidak Tepat Waktu
03134,Belum Menikah,Agronomi,Siang,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,59.15,Tidak,Tidak,Sudah,Perempuan,Ya,20,2.4,2.55,Lulus Tepat Waktu
03140,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,55.65,Tidak,Tidak,Sudah,Perempuan,Tidak,24,2.3,2.09,Gagal
03141,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,78,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,73.85,Ya,Tidak,Sudah,Perempuan,Tidak,21,3.07,3,Lulus Tepat Waktu
03142,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,69.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,62.5,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.47,2.4,Lulus Tepat Waktu
03143,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,60.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Negri,60,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.4,2.05,Lulus Tidak Tepat Waktu
03148,Belum Menikah,Perpustakaan,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,65,Tidak,Tidak,Sudah,Laki-laki,Tidak,28,0,0,Gagal
03149,Belum Menikah,Manajemen,Siang,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,66.9,Ya,Tidak,Sudah,Perempuan,Ya,20,2.77,2.7,Lulus Tepat Waktu
03151,Belum Menikah,Pertanian,Siang,SMA/Sederajat,55.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,56.2,Ya,Tidak,Sudah,Laki-laki,Tidak,20,2.47,2.6,Lulus Tepat Waktu
03152,Cerai,Ekonomi,Malam,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65,Tidak,Tidak,Sudah,Perempuan,Tidak,41,2.93,2.92,Lulus Tepat Waktu
03154,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,71,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,66.65,Ya,Tidak,Sudah,Perempuan,Tidak,19,0,0,Lulus Tepat Waktu
03156,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,71,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Lainnya,66.2,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.77,2.62,Lulus Tepat Waktu
03157,Belum Menikah,Pertanian,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,59,Tidak,Tidak,Sudah,Perempuan,Tidak,28,2.57,2.52,Lulus Tepat Waktu
03159,Menikah,Pariwisata,Malam,Perguruan Tinggi,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,50,Tidak,Tidak,Sudah,Perempuan,Tidak,37,2.37,2.2,Lulus Tepat Waktu
03161,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,48,Ya,Tidak,Sudah,Perempuan,Ya,25,2.26,2.44,Lulus Tidak Tepat Waktu
03162,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Lainnya,Lainnya,59.25,Ya,Tidak,Sudah,Perempuan,Tidak,31,0,0,Gagal
03167,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,74.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,74.35,Tidak,Tidak,Belum,Laki-laki,Tidak,20,0,0,Gagal
03168,Belum Menikah,Agronomi,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60,Tidak,Ya,Sudah,Perempuan,Tidak,40,2,3,Gagal
03170,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,65.75,Ya,Tidak,Sudah,Laki-laki,Ya,18,2.5,2.84,Lulus Tepat Waktu
03175,Menikah,Pertanian,Siang,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,60,Ya,Tidak,Sudah,Perempuan,Tidak,33,2.66,2.75,Lulus Tepat Waktu
03176,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,68.75,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.4,2.3,Lulus Tepat Waktu
03177,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,79.5,Tidak,Tidak,Sudah,Perempuan,Ya,51,2.32,2.84,Lulus Tepat Waktu
03179,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,63.1,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.87,3.1,Lulus Tepat Waktu
03180,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,75.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,73.75,Ya,Tidak,Sudah,Perempuan,Tidak,18,0,0,Lulus Tepat Waktu
03181,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,69,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,61.65,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.8,2.35,Lulus Tidak Tepat Waktu
03186,Belum Menikah,Perbankan,Siang,SMA/Sederajat,71.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,64.5,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.47,2.47,Lulus Tepat Waktu
03187,Belum Menikah,Teknik Industri,Siang,SMA/Sederajat,59,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,58.15,Ya,Tidak,Sudah,Perempuan,Ya,20,2.38,2.39,Lulus Tepat Waktu
03188,Belum Menikah,Perpajakan,Siang,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Negri,59.45,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.33,2.27,Gagal
03189,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,58.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Negri,Lainnya,59.05,Tidak,Tidak,Sudah,Laki-laki,Tidak,19,2.24,2.64,Lulus Tepat Waktu
03190,Menikah,Agronomi,Siang,Perguruan Tinggi,85,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,79.75,Tidak,Tidak,Sudah,Laki-laki,Tidak,33,0,0,Gagal
03192,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,68.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Swasta,65.7,Ya,Tidak,Sudah,Laki-laki,Tidak,22,2,2,Gagal
03193,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,66,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Wiraswasta,61.65,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.3,2.2,Gagal
03194,Belum Menikah,Pertanian,Siang,Perguruan Tinggi,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,60,Ya,Tidak,Belum,Laki-laki,Tidak,25,2.47,2.45,Gagal
03203,Belum Menikah,Pertanian,Siang,SMA/Sederajat,60.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Wiraswasta,55.95,Ya,Tidak,Belum,Laki-laki,Tidak,20,2.1,0,Gagal
03206,Belum Menikah,Agronomi,Siang,SMA/Sederajat,52.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,64.85,Ya,Tidak,Sudah,Perempuan,Ya,20,2.47,2.13,Lulus Tepat Waktu
03207,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,88.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,77.85,Tidak,Tidak,Sudah,Perempuan,Ya,18,3.13,2.77,Lulus Tepat Waktu
03208,Belum Menikah,Perbankan,Siang,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,62.55,Ya,Tidak,Sudah,Perempuan,Ya,18,2.56,2.58,Lulus Tidak Tepat Waktu
03211,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,66.65,Ya,Tidak,Sudah,Perempuan,Ya,18,2.97,2.83,Lulus Tepat Waktu
03212,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,62.05,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.9,2,Gagal
03214,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,67.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Swasta,68.55,Ya,Tidak,Sudah,Perempuan,Tidak,18,0,0,Lulus Tepat Waktu
03215,Belum Menikah,Agronomi,Siang,SMA/Sederajat,74,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Swasta,64.9,Tidak,Tidak,Sudah,Perempuan,Tidak,20,2.12,2.08,Lulus Tidak Tepat Waktu
03216,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,59.4,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.13,2.5,Lulus Tidak Tepat Waktu
03217,Menikah,Pertanian,Siang,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,50,Tidak,Tidak,Belum,Perempuan,Tidak,37,0,0,Gagal
03221,Menikah,Jurnalistik,Siang,SMA/Sederajat,66.55,Luar Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,50,Tidak,Tidak,Sudah,Perempuan,Tidak,59,2.43,2.35,Lulus Tepat Waktu
03224,Belum Menikah,Pertanian,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Negri,65.5,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.2,2.2,Gagal
03227,Menikah,Teknik Industri,Siang,SMA/Sederajat,55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,56.4,Tidak,Tidak,Sudah,Perempuan,Ya,26,0,0,Lulus Tidak Tepat Waktu
